6.279324411821660679e-01,9.950727919285686784e-01,5.696588097611291479e-01,-4.530151738186796173e-01,4.879017677661477981e-01,7.749961807827278060e-01,8.321453290163819405e-01,-2.087422079252791440e-01,-2.473449551348278208e-01,1.572518886283196249e-01,-6.782457472983934865e-01,2.481341281370220697e-01,6.575846047436457731e-01,2.102534177284252070e+00,1.459034304999579534e+00,-3.461617505509649306e-01,4.128610913550471301e-02,4.804775329361807845e-01,1.177342617739838282e-01,1.855962270316248164e+00,1.767200073869064969e+00,1.029075786516853580e-01,1.029452205401837794e+00,8.780678019586247718e-01,8.529105095215649968e-01,-5.791377272977541457e-01,-1.245177484478696028e+00,3.098376386965472351e-01,7.394137630155028784e-01,9.277962200093760048e-01,6.160462683102756465e-01,-4.407249927597055028e-01,-1.101213269642806331e-01,-4.835100643608858939e-01,-2.089863408451223314e+00,7.172881082275794906e-02
8.130674909864880062e-01,7.275944297163300378e-01,3.371640302673823975e-01,7.705092185913060554e-01,3.321528553180877474e-01,8.297335350462595738e-01,3.982950771652415956e-01,-2.634633014714064456e-02,6.315546940770034867e-01,3.885922322529008488e-01,3.670682842887885711e-01,2.851123551074259410e-01,7.026861382367579623e-01,8.103025024021542899e-01,3.200909775941743196e-01,8.406242827527338202e-01,9.252031441098442777e-01,4.044209858527745283e-01,9.060187237544186090e-01,7.865688653156531762e-01,1.694533142421237593e-01,6.861002879503270702e-01,8.712862535973397993e-02,7.252842471643521360e-01,8.580702367951528187e-01,3.367630999986764850e-02,9.823797761871235767e-01,5.345980399759822088e-01,2.923568916765041936e-01,3.261601779445705285e-01,6.664031004323517360e-01,7.773841599180113526e-01,5.870537677158815804e-01,8.783750750075267621e-01,3.091740805161968808e-01,4.604582624817256109e-01
7.133701208038160102e-01,-3.769006454223790964e-02,7.828798200302161669e-01,9.823982134771401531e-02,-1.152671766605532638e-01,7.947059306152434166e-01,2.118542180411310261e-01,1.487385249106461416e+00,-2.279460837044292587e-01,-1.048355490061913420e+00,-1.026881768476187506e+00,9.692781843271536246e-01,4.834004958534251495e-01,3.503648860078284244e+00,-3.391485402809394589e+00,-7.313879156993474684e-01,6.864409251979696203e-01,4.778718841553826202e-01,3.865895682068642980e-02,-2.515544377401860210e+00,-2.873965850912538547e-02,-3.957627348867469586e-01,-6.755444136725376192e-02,4.468727703371337956e-01,8.328309081997353758e-01,1.017217735897791187e+00,-1.802938816961785484e-01,1.337242598333659993e-01,-1.040895857753442594e-01,9.731621471262194012e-01,4.148993689599526080e-01,9.015485150313392593e-01,5.789708328121407899e-01,7.770503937400923267e-01,-1.143195796098623207e+00,7.671331657660546144e-01
3.395889438127195348e-01,6.670846922037794446e-03,8.975018231997088369e-01,1.858640159098875200e-01,4.503169636224996775e-01,3.052263744398900913e-01,2.903353106674798623e-01,-2.526758206562655373e-01,-1.682850311272367227e-01,-8.936648021235423789e-01,3.968759618496920716e+00,6.539595709852521477e-01,5.315112297557028631e-01,-9.087768737039293443e-01,-1.436457222799301325e+00,-1.892650806176520373e+00,1.760404154429613177e+00,8.025966670877687781e-01,1.974475736669023540e-02,1.229184611967462537e+00,3.729025558925554429e-01,2.741703969297059063e-01,-6.164307318279655945e-01,8.052995385045202958e-02,3.984398364959184091e-01,-2.817867165687294451e-01,3.951208970000433252e-01,9.723890911548287441e-01,-1.857045494006067388e-01,6.231411988925872336e-01,6.538491324433756136e-01,6.836268032450613097e-01,-4.096130936874404771e-01,-6.614902145631285091e-01,-1.225605307498849550e+00,2.894286809943044103e-01
3.660748332477131717e-01,-1.348817269945202124e+00,-5.675667505470859409e-01,-1.955127975250318118e-01,-1.784959865894324649e+00,8.129399524578357905e-01,5.839301054081732500e-01,4.246898977527858166e-01,-1.874051024621986861e-01,4.313802050857004078e-01,-1.535794152488282105e+00,8.557031849801257639e-01,1.683379785117858907e-01,1.841124602837347357e+00,1.254849245728445695e+00,-2.270961456159976244e+00,2.270092771354408789e+00,9.979106132808968077e-02,2.226627804956409218e-01,3.331061039343659047e+00,9.344462403436312181e-01,2.848589459075924757e-01,2.497155638408951606e-01,5.062356203195547133e-01,8.953087205078906763e-01,-9.379752753590669956e-01,3.365210590667498947e-01,8.139237032524346827e-01,-2.937452256232512826e-01,4.875185260288111833e-01,3.056633035492064554e-01,1.093555513690395609e+00,-7.013726897736819454e-01,7.865622542110825011e-01,9.171402175618652564e-01,7.979814127326185780e-01
5.465038102515873408e-02,-6.562330390420072490e-01,-3.429569550679431589e-01,1.674199704398545152e-01,-4.183236817912296401e-01,8.551410201771071362e-01,6.994538989411789309e-01,6.563637593242039880e-01,1.237086642225189603e+00,6.398118496235420949e-01,-2.193164549750663550e-01,7.745954452869237006e-01,1.231023821851051636e-02,6.948566391703725476e-01,2.764843548584352551e-01,4.049994912753588916e-01,7.650757764923999948e-01,5.091270342462169696e-01,6.808186514782511578e-01,4.139666138120048355e-01,5.141157972812379073e-01,2.196841083528682514e-01,1.011315959011198862e+00,4.513428329101650816e-01,4.370726099752032523e-01,3.264362797388979942e-01,-2.387024967920793606e-01,6.340965535478024773e-01,8.614325470793147144e-01,5.914416128855567445e-01,7.301176493388129574e-01,7.161589285899588875e-01,1.452613503407242275e-02,6.308603274312803988e-01,1.073966375207744184e+00,9.795660529187603105e-01
7.978553578298636095e-01,8.592999552732343282e-01,6.943413552857451432e-01,2.258395819310732300e-01,8.315117247783980758e-01,8.996046581286020194e-01,8.342322713833670855e-01,-1.046394796263850763e-01,5.651824137889318589e-01,1.048354918441055883e+00,4.725420275092790529e-02,2.992062747584436355e-01,8.171257381505869777e-02,-6.606585913995866033e-02,8.642279344708420075e-01,1.127538715170509187e+00,-1.668727271468490314e-01,8.403556201985455942e-01,8.994134128751931634e-01,4.739806040139935700e-02,2.488452318810327815e-02,9.163161090777647289e-01,5.138859392611321297e-01,3.178940513691894676e-01,6.432726935183077366e-01,2.925199515705825815e-01,5.486876895915495655e-01,6.521613379170442260e-01,-2.881871473920986637e-01,4.696975397028207988e-01,6.746168197750580520e-01,6.051005358125546296e-01,-1.289430460681384172e-01,4.370290788459202935e-01,7.004587915730298153e-01,6.626037619843283544e-01
6.637097360711949889e-01,3.341213425470088150e-01,7.295591284849325397e-01,1.231583606211698462e-01,7.527750336395768738e-01,2.932414433877057469e-01,7.820622234883106705e-01,6.444231501355963676e-01,3.880288494543271405e-01,9.913911675865800799e-01,3.785350858139456820e-01,4.515493238666744569e-01,1.782284502392947889e-01,4.059737982954829127e-01,2.019939972047422039e-01,1.664862357474746479e-01,9.410822544929433597e-01,7.996128789185319441e-01,3.779358772503663699e-01,8.361654351771893312e-01,2.694496104097404143e-01,6.930501621101683440e-01,4.811358095570490989e-01,6.023763338273473433e-01,5.548865683956798467e-01,9.454416093662416642e-01,8.053539802069122899e-01,9.482726150825999678e-01,8.181821683655833288e-01,8.143581607227244890e-01,1.258541561031472078e-01,4.029426829449133107e-01,2.481742080765951819e-01,1.038561554667110753e+00,6.365012810326884374e-01,6.709647640615177266e-01
9.431043933390426126e-02,1.772538249220212192e+00,1.765831802513619445e-02,-5.123405440727546445e-01,2.032829961061580981e+00,8.712904298101036282e-01,9.755497327141460229e-02,-3.105641733026778817e-01,-4.477107187678953104e-01,1.020889593859489464e-01,-1.480695907667782363e+00,2.585037331104005354e-01,1.396304922486890643e-02,2.042333477019081300e+00,3.504154690433172181e-01,-6.168645185882474374e-02,4.181997085810270631e-01,2.682505143443595363e-01,3.662668396294420647e-01,-2.354258800314839917e+00,2.697984897118309355e+00,1.781631016595286887e+00,4.828969873652498301e-01,8.521373544994060856e-01,4.663190258714091652e-01,-2.280151886050993504e+00,5.994237634239942825e-01,4.309767454090605021e-01,4.250884076826300650e-01,2.801054677484587918e-01,6.482493930977526464e-01,7.976841761727332392e-01,9.492666923519554878e-02,-8.489916366141746495e-01,-3.343977686972686714e-01,5.756426835279515597e-02
8.240243629604753206e-01,7.908109914135355023e-01,1.054828471601067852e+00,4.143903892607381234e-01,1.440813882294847970e-01,6.288586689554290787e-01,3.187878463852429345e-01,8.078261203942185276e-01,3.688687719663715781e-01,3.857903192162270289e-01,7.765976179102954680e-01,2.050630468845893173e-02,8.855139091487348457e-01,7.785531665274781910e-01,8.878186621014557689e-01,5.778364572213271488e-01,1.296427401959886379e-02,1.524673131195344311e-01,2.329451441030638836e-01,8.380680759620919851e-01,4.015324213853757040e-01,9.291570559837818433e-01,4.770567361214442803e-01,7.748373304799910377e-01,1.312170424364578203e-01,7.776470308710287105e-01,8.313736435203845643e-01,8.801710700256510922e-01,8.199136238634046059e-01,2.108821984817688122e-01,3.214829852875585869e-01,6.752580972807257220e-01,1.482939282883922322e-02,5.295755683208471787e-01,9.686993421389783476e-01,2.713395421149411568e-01
